Player_Id,Deposit_Amount,Deposit_Quantity,Deposit_Method,Age,Country,Gender,Dim_Alert_Type_Desc,VIP
8990911,41.18929475232784,3,hipay,35.0,AC,?,All Deposit,0
5614057,36.58059578248065,2,wire,31.0,BO,F,?,0
3170050,68.40518199825574,4,bt_cashservices,29.0,BH,M,Sign Up,0
6429960,30.91045638870543,3,ideal,26.0,GY,M,All Deposit,0
3559383,33.015105512896504,4,ipsprocessing,42.0,CZ,M,Sign Up,0
9490965,32.27129671608206,48,mplatba,35.0,EE,M,Re-deposit,0
3235215,0.0,3,sc-netlook,33.0,LV,F,Re-deposit,0
3103028,51.51267412584893,1,ipay,26.0,AM,F,Re-deposit,0
7459560,54.493369013106765,17,wire,34.0,AR,F,All Deposit,0
8896921,44.41371560699661,15,pago_creditcard,27.0,GM,F,Special,1
6798481,43.31862913679657,1,check,43.0,ID,M,All Deposit,0
7060902,0.0,0,ifund-smooth-usd,23.0,VA,M,?,0
2558993,31.025534929617756,14,s_trustmarque,,DO,F,?,0
975397,0.0,0,ifund-smooth-gbp,22.0,KY,M,?,1
7871054,27.269055243193275,3,ricarica,40.0,BW,F,,0
4971045,56.26912279737945,5,visacredit,29.0,BB,F,Re-deposit,0
2632225,48.82393042523671,16,ewire,30.0,LK,M,?,0
6214102,0.0,0,usemybank,54.0,VA,F,Re-deposit,0
7721743,0.0,1,cyberplat,29.0,PH,?,Special,0
3084394,63.5488050976811,4,monedero,45.0,BF,M,First_Deposit,0
8975826,63.33644141183376,1,bpay,33.0,TC,?,?,0
9179020,0.0,0,epay,35.0,CU,M,Sign Up,0
9309798,43.629871340272516,2,webmoney,42.0,BF,F,Sign Up,0
6914362,37.87595727517021,2,maestro,,MQ,M,Re-deposit,0
6353827,24.190007166098315,11,realex,43.0,KW,M,First_Deposit,0
2444552,0.0,0,qiwi,32.0,ME,M,?,0
1725626,48.72896604682837,18,v_trustmarque,49.0,FR,F,First_Deposit,0
7200939,46.348717075581405,22,surefirecommerce,47.0,LB,M,Special,0
2126255,56.16007348124717,2,debitcard,38.0,BF,F,All Deposit,0
1474534,0.0,0,v3_ebs,36.0,JO,F,Sign Up,0
2411641,68.02232356001711,1,ifund-interpay,21.0,ME,?,Special,0
1374218,56.440137354428906,1,moneta,29.0,VN,F,?,0
2304538,39.10248294378977,3,kalixa,42.0,AE,M,First_Deposit,0
5747311,31.894657186859234,4,mastercard,34.0,KZ,M,Re-deposit,0
3440348,42.92080818174706,13,directpay24,52.0,ZZ,F,First_Deposit,0
9444260,53.15771543354622,44,sc-netlook,46.0,DJ,F,All Deposit,0
2085584,26.413351836571447,1,westernunion,46.0,IM,F,?,0
5502198,51.37939082767736,2,creditanstaltag_bankwire,50.0,AX,F,Special,0
160451,46.73162080219899,3,yandexmoney,41.0,GI,F,Re-deposit,0
2012353,0.0,0,monedero,31.0,ID,M,All Deposit,0
6662224,0.0,0,ifund-smooth-gbp,24.0,VG,M,?,0
1124080,17.19645024516035,5,przelewy24,18.0,LI,?,Sign Up,0
5696240,0.0,1,ebs-smooth,42.0,OM,M,Special,0
5303790,23.264338680650347,2,gvcserregulartrx,37.0,MX,M,?,0
244198,69.94627452099458,6,maestro_mb,23.0,BR,F,Re-deposit,0
7210949,54.15363831793687,2,bpay,33.0,MO,M,All Deposit,0
9866761,39.37999053861183,2,instantbanking,39.0,ID,,Special,0
5349423,46.75736012037905,3,laser,27.0,AF,?,First_Deposit,0
2590349,48.099723161381824,2,visaelectron,33.0,GH,?,?,0
33050,0.0,1,giropay_skrill,26.0,PS,M,First_Deposit,0
1318217,79.17887206368958,2,metacharge_creditcard,29.0,YT,M,First_Deposit,1
6628493,54.48215045828086,3,paysafecardviasc,34.0,TT,M,Sign Up,0
1576449,57.17889091515629,2,clickandbuy,49.0,MO,F,First_Deposit,0
1895360,58.22389457159523,36,mplatba,31.0,FR,M,Special,0
1505120,27.022550789223857,5,paypal,34.0,AU,F,Re-deposit,1
4593346,28.86647183006424,4,dtdcashdesk,36.0,AW,F,First_Deposit,0
4534170,56.68943502340551,1,muchbetter,44.0,LU,M,First_Deposit,0
3658417,54.454457983116114,16,neteller,40.0,ME,F,Special,0
6998839,72.19885901224545,2,cc,52.0,BO,F,Re-deposit,0
6993592,44.88025221867001,3,gvcserregulartrx,37.0,MM,M,First_Deposit,0
6234170,47.430366562146844,18,canadianeft,56.0,VA,F,Re-deposit,0
5840146,39.591924449148,1,ecopayz,29.0,SD,M,Special,0
9614134,41.511386411785736,5,paypal_paypal,28.0,RU,M,First_Deposit,0
4472500,38.28903596358026,1,webmoney_webmoney,39.0,GH,M,?,0
7405529,50.06516480969918,16,paypal_paypal,27.0,BH,?,First_Deposit,0
3150378,40.59141177449935,2,paysafecardviasc,23.0,BM,M,Re-deposit,0
3882794,35.37507677467313,2,instaewallet,28.0,FK,F,First_Deposit,0
1987483,0.0,0,ppprepaidcard,24.0,KG,M,Special,0
2662336,33.474897688021,2,check,47.0,NI,M,First_Deposit,0
2494654,33.319076306928,3,gvcser3dtrx,28.0,TN,M,Special,0
9132186,56.56418914545757,2,ewi,35.0,SN,M,Sign Up,0
1643990,61.719650659875704,1,debitcard,44.0,AN,M,Special,0
6537518,54.816830464000276,1,metacharge_debitcard,34.0,TC,M,Sign Up,0
5937396,58.56152735956652,2,diners,33.0,PL,?,Re-deposit,0
9420701,63.033665294690294,12,moneta,20.0,ZZ,M,First_Deposit,0
5575513,70.27583560025428,12,ppprepaidcard,38.0,LI,M,All Deposit,0
2823863,0.0,0,instaewallet,23.0,TW,F,Special,0
8900259,0.0,0,aonem,47.0,UZ,F,First_Deposit,0
4252309,0.0,0,ifund-smooth-gbp,34.0,BF,F,Re-deposit,0
6724703,52.93427635855086,4,xpresscharge,35.0,TZ,M,Sign Up,0
68761,45.03050671700515,36,bankbphs.a._bankwire,21.0,YT,M,First_Deposit,0
4630464,90.17589240289459,17,tmwire,32.0,VU,F,First_Deposit,0
9032730,0.0,0,click2pay,28.0,PH,M,All Deposit,0
7633226,43.90756203655783,1,giropay_skrill,41.0,AD,?,Special,0
270592,73.45165188992003,18,visadebit,33.0,ET,M,Sign Up,0
5081075,51.253038308053945,2,ifund-smooth-eur,38.0,OM,M,All Deposit,0
7241315,44.39176926607401,13,ids,37.0,TZ,M,First_Deposit,0
1653968,28.92861560021788,4,usemybank,30.0,MC,F,Sign Up,0
5528835,53.19406268524824,1,giropayviasc,32.0,GY,F,All Deposit,0
6992863,58.65185649011256,1,creditanstaltag_bankwire,22.0,GM,F,Special,0
7312246,72.59159198111982,1,bpay,47.0,MT,F,Special,0
5384685,0.0,3,debitcard,32.0,PY,F,Re-deposit,0
7704282,61.2495135002579,1,clicknbuy,35.0,MO,M,Re-deposit,0
8645448,87.84541408642768,1,ebs,35.0,GN,F,All Deposit,0
1677892,0.0,3,ebs-3d-smooth,34.0,OM,F,Sign Up,0
749839,42.078315668068015,5,ebs,31.0,SC,F,Re-deposit,0
7107567,54.38664593482958,19,giropay_skrill,53.0,AR,F,Re-deposit,0
1817197,78.77008135300927,17,visa,37.0,FI,F,All Deposit,0
8877745,0.0,1,metacharge_creditcard,30.0,BZ,F,Special,0
8933561,58.14654797171194,1,eps,28.0,CW,M,Re-deposit,0
5788239,57.388462109737574,12,lps-smooth,32.0,GT,M,First_Deposit,0
1240887,0.0,0,diners,23.0,MZ,M,First_Deposit,0
4396594,58.34435444148017,1,webmoney,40.0,PH,F,Sign Up,0
544984,56.3067043270135,2,diners,25.0,CD,M,All Deposit,0
3565058,53.530744879330435,13,hipay,28.0,MW,M,Special,0
1435397,0.0,0,eurowire,30.0,SZ,F,?,0
365855,73.72760125599483,39,visa_postepay,21.0,TV,F,Sign Up,0
9845980,41.76631208235322,5,metacharge_debitcard,49.0,BJ,F,All Deposit,0
9272890,38.1557497117672,16,xpresscharge,,ZA,M,First_Deposit,0
5435738,0.0,2,canadianeft,32.0,HN,M,Special,0
895227,0.0,2,ebs,39.0,LB,F,?,0
380330,49.015851848452705,2,ebs-smooth,45.0,YT,M,First_Deposit,0
344672,76.09796149185657,4,moneysafe,49.0,BE,M,First_Deposit,0
176045,31.61554636183959,2,przelewy24,27.0,TT,F,?,0
6892148,47.751882995091506,1,neteller_neteller,31.0,MK,F,Special,0
9876109,60.09012353747507,3,metacharge_creditcard,37.0,LI,M,All Deposit,0
463858,59.950891585482395,2,m5_ebs,30.0,ZA,M,First_Deposit,0
9449196,35.521736616507674,2,xpresscharge,36.0,OM,F,Re-deposit,0
9034608,0.0,0,payr,27.0,AF,F,Re-deposit,0
7214302,0.0,3,ekonto,24.0,AD,F,Sign Up,0
8791526,26.340356813919527,2,entropay,35.0,GF,M,All Deposit,0
7222531,84.15566148400585,1,v_trustmarque,41.0,MT,M,Special,0
1487618,37.83358443975416,13,instantbanking,20.0,SN,M,All Deposit,0
9718278,35.66152520785029,2,epay,65.0,YT,F,First_Deposit,0
8809561,63.567599217300014,2,v3_ebs,40.0,MK,M,All Deposit,0
8000080,68.69722565454326,3,metacharge_debitcard,20.0,BE,M,Special,0
4192760,43.44155032749836,2,v_d_usd_cqr_es,44.0,PS,M,Sign Up,0
3930357,47.3625738748877,2,canadianeft,28.0,MA,F,?,0
2962682,37.936113656819956,4,cardportalpago_creditcard,42.0,KM,M,Re-deposit,0
7555944,54.51868306856862,4,ppprepaidcard,47.0,GB,M,?,0
302942,31.01827558865404,1,xpresscharge,36.0,BQ,F,Special,0
6023321,29.472141566007547,14,monedero,19.0,NL,M,Sign Up,0
7756118,84.6644017180304,4,sc-sandhirst,33.0,CY,F,Special,0
9004516,51.844316985417606,1,ids,51.0,BJ,M,First_Deposit,0
5788382,90.42488395107233,3,creditanstaltag_bankwire,29.0,FO,M,Sign Up,0
736351,64.2660653961475,15,multibanco,34.0,UG,F,Sign Up,0
9985813,70.44909945769739,17,giropayviasc,34.0,VU,M,Sign Up,0
1012681,79.1891718345861,1,payfriends(tm),47.0,PH,?,Sign Up,1
9979053,0.0,0,ifund-smooth-eur,,CL,?,First_Deposit,0
9908968,26.304999852243892,1,cardportalpago_creditcard,37.0,BA,F,First_Deposit,0
461319,30.86667056928263,2,directpay24,40.0,NP,?,Special,0
5864268,51.18739082416227,16,click2pay,42.0,GT,M,?,0
992000,48.05186093233152,7,webpay,25.0,JM,F,?,0
8148850,51.23333365872475,2,macaucashdesk,34.0,DJ,M,Sign Up,0
129130,31.149060283211316,9,check,30.0,KN,?,Re-deposit,0
4450112,0.0,1,viva,29.0,CS,M,All Deposit,0
1533697,33.366404363370435,1,v5_ebs,27.0,PA,F,All Deposit,0
4641244,0.0,2,instadebit,34.0,BH,F,First_Deposit,0
5421847,19.290357427860513,1,s_trustmarque,31.0,IO,M,?,0
8093332,54.652144712272204,3,multibanco,25.0,MD,M,First_Deposit,0
3799707,39.365206092240385,2,muchbetter,43.0,SM,?,All Deposit,0
1034542,50.11690335185952,3,click2pay,40.0,GM,M,Special,0
11626,72.86004716159059,2,astropaycard,34.0,KN,M,,0
4656057,36.798441472887134,47,moneybookers,36.0,TR,M,Re-deposit,0
8451261,53.239863178247845,31,bt_astropay,33.0,PS,?,First_Deposit,0
4704632,38.93862161489266,2,visacredit,22.0,FK,F,First_Deposit,0
5360537,50.2888206498811,1,gvcserregulartrx,21.0,AT,F,Re-deposit,0
4878787,54.63070108885275,1,pgclubcashier,56.0,AG,?,Sign Up,0
9915018,37.51038369341157,1,webmoney,38.0,MT,M,Sign Up,0
2771100,0.0,1,payfriends(tm),24.0,AL,M,First_Deposit,0
7148402,4786.283427461092,2,ebs,21.0,MY,M,All Deposit,0
8573209,0.0,1,instantbanking,33.0,DJ,M,All Deposit,0
2105701,64.52224812901876,1,creditanstaltag_bankwire,29.0,NG,F,?,0
3742112,43.86397895614317,4,click2pay,20.0,TR,M,Re-deposit,0
2846720,37.73317877659007,2,payr,31.0,LI,M,Sign Up,0
6050076,55.8838531879575,4,bpay,29.0,LT,M,First_Deposit,0
410353,60.306891316272754,2,cc,43.0,TM,F,Special,0
5376622,47.501468401275524,35,envoy,52.0,GY,?,All Deposit,0
441862,56.11285998722984,1,debitcard,26.0,ZZ,?,?,0
1150058,48.31964741451185,35,lps-smooth,33.0,KG,F,Sign Up,0
9537591,49.94429570949553,31,creditcard,23.0,YT,F,All Deposit,0
644402,70.50368030194774,1,giropay_xpay,26.0,,F,Re-deposit,0
8588656,74.76692722716739,5,yandexmoney,40.0,TZ,M,?,0
3852910,54.838587050106256,4,brlpay,29.0,CO,M,Sign Up,0
3916395,0.0,0,paysafecard,24.0,MG,F,?,0
7205496,47.374605385927175,3,chequedeposit_cheque,36.0,GP,F,Sign Up,0
6271219,0.0,0,maestro_mb,30.0,GT,?,Special,0
1017058,45.99467115146828,2,paypal,29.0,EG,F,?,0
3931557,0.0,0,moneybookers,25.0,SI,M,Sign Up,0
7907259,21.300788109209606,1,brlpay,24.0,MU,M,?,0
5049116,0.0,0,wire,57.0,CS,,All Deposit,0
2171676,42.21213923048882,2,bt_astropay,23.0,UZ,F,Sign Up,0
2413714,0.0,3,,39.0,GN,F,Sign Up,0
7601917,64.94643532297113,2,visacredit,24.0,EG,M,All Deposit,0
431229,69.45057834558145,1,servipag,31.0,TR,M,All Deposit,1
7661221,34.9626695845597,1,mastercard,50.0,JP,M,?,0
4862545,33.07139268402901,2,deutschebankag_bankwire,36.0,PL,F,?,0
5293350,37.401652377034786,1,deutschebankag_bankwire,42.0,SC,F,?,0
6661560,39.655995346579054,3,banktransfer,42.0,PY,F,?,0
405139,44.40576577255474,2,ipay,28.0,KG,M,Sign Up,0
4766809,75.94437725800091,2,paypal_paypal,37.0,ML,?,All Deposit,0
8786199,2786.5012390622655,3,paybox,19.0,DK,F,Special,1
1360996,39.71871437530331,1,abaqoos,34.0,RO,M,Sign Up,0
9374122,66.9965340798869,3,visacredit,31.0,YT,M,First_Deposit,0
5803762,58.20029394747741,2,moneybookers,19.0,CR,?,Re-deposit,0
2037203,32.74646314752597,1,natwest_bankwire,35.0,NO,M,?,0
3073593,0.0,0,ids,36.0,ZM,?,Special,0
3862907,63.92912690172112,3,moneysafe,23.0,IR,M,Sign Up,0
8596840,43.43721692333923,1,v5_ebs,35.0,NZ,F,Sign Up,1
2067255,0.0,0,visa_postepay,43.0,BE,F,?,0
4944989,0.0,0,deutschebankag_bankwire,54.0,CR,F,?,0
3090211,33.365548012562954,1,ekonto,40.0,FK,F,?,0
8845696,37.7879637208274,1,gvcsermngtrx,28.0,TM,M,All Deposit,1
9526326,60.404188219761565,2,ewi,39.0,,M,First_Deposit,0
3130113,0.0,0,mplatba,31.0,CS,F,All Deposit,0
977219,0.0,0,banktransfer,28.0,ZM,F,All Deposit,0
5164535,37.09890235170412,5,wire,27.0,BF,M,Special,0
6360415,79.56197960978086,16,muchbetter,41.0,ML,F,?,0
2565407,60.55367405808858,39,ids,36.0,PE,F,Special,0
9366123,0.0,0,chequedeposit_cheque,36.0,IO,M,All Deposit,0
383919,35.670864315683346,3,webmoney_webmoney,41.0,UA,F,?,0
885830,78.94072994038255,21,directpay24,37.0,GT,M,Re-deposit,0
114875,45.24326149227263,21,dk_mb,22.0,FR,F,Sign Up,0
9236630,57.25606121922454,18,eurowire,31.0,GN,F,Sign Up,1
5354118,56.761995324809675,17,europay,21.0,SZ,M,Special,0
6989731,67.48951461159785,2,instadebitviasc,26.0,DJ,,Sign Up,0
8199999,0.0,0,bpay,53.0,FJ,F,Special,0
4426495,46.69891069568994,3,aonem,35.0,IS,M,?,0
1929416,0.0,3,clickandbuy,34.0,BN,F,Re-deposit,0
4069924,50.650190638636225,3,ppprepaidcard,36.0,NO,M,First_Deposit,0
2079618,33.23278112511172,3,ideal,35.0,VE,M,Re-deposit,0
2626593,0.0,0,paypal,45.0,FI,F,?,1
9700641,0.0,0,m_trustmarque,37.0,PS,M,Sign Up,0
4380687,57.104352519833235,2,clickandbuy,43.0,FR,F,All Deposit,0
1718716,51.640851486284014,37,instadebit,43.0,ZA,F,First_Deposit,0
4626234,0.0,0,entropay,34.0,CV,F,First_Deposit,0
4359556,0.0,0,pgclubcashier,50.0,PT,F,All Deposit,0
4423922,43.664785848168535,4,multibanco,22.0,CY,M,Special,1
3179517,47.810880469300905,5,dineromail,22.0,GB,F,Re-deposit,0
1694559,32.86223924886288,47,v13_ebs,20.0,BM,F,?,0
8256960,50.165238397671814,7,bpay,50.0,YT,M,Special,0
196086,0.0,0,v5_ebs,42.0,ZW,M,Special,0
5579294,0.0,1,epay,28.0,IM,F,Sign Up,0
1965397,36.966020173261214,1,pago(gbukshop)_creditcard,40.0,PH,F,Special,0
2714596,31.550928553761437,2,giropay,36.0,MA,F,?,0
7553196,0.0,0,instadebitviasc,30.0,MV,F,All Deposit,0
2893775,48.75352604499011,3,deutschebankag_bankwire,18.0,CW,M,Special,0
6824193,0.0,0,muchbetter,42.0,US,F,First_Deposit,0
2359358,32.536696295450646,1,ebs-3d-smooth,43.0,AW,F,Sign Up,0
5149606,35.768507416614604,33,ebs-3d-smooth,25.0,FR,F,All Deposit,0
1968899,54.65130642176337,1,instantbanking,34.0,VN,M,First_Deposit,0
7084415,33.63639152882078,1,bankbphs.a._bankwire,18.0,AL,M,First_Deposit,0
564987,43.86707652657439,7,ekonto,41.0,LK,F,Sign Up,0
6146081,65.79509180572968,3,multibanco,37.0,CF,?,?,0
9150121,36.99341262891088,4,paysafecard,27.0,AE,F,Re-deposit,0
7133250,87.52046989629304,4,kalixa,44.0,PE,F,Sign Up,0
1549978,0.0,2,ipay,33.0,CF,M,Sign Up,0
3040678,56.80593717174551,45,bpay,28.0,AC,F,Special,0
1977935,65.90366372723597,2,ebs,41.0,BQ,M,First_Deposit,0
7216789,0.0,0,paysafecard_paysafecard,28.0,BF,?,Sign Up,0
5589237,78.36292372202713,24,instadebit,19.0,CW,M,?,0
6210694,45.221897097870084,4,natwest_bankwire,46.0,KM,F,Sign Up,0
9290073,55.23606927307743,2,payr,30.0,CL,?,Sign Up,0
3471476,42.40913624898417,2,clickandbuy,31.0,KZ,M,First_Deposit,0
8465238,37.705404265666274,17,giropay_xpay,26.0,MQ,F,?,0
6790305,0.0,0,bt_cashservices,19.0,IT,M,Special,0
4414686,68.7887642711554,22,paysafecard,47.0,MG,M,Sign Up,1
8803348,82.88462738475266,3,mplatba,31.0,AC,M,All Deposit,1
3887640,42.823715420115356,4,westernunion,41.0,HU,M,?,0
6400137,42.15247688971357,5,ebs-smooth,41.0,CL,F,Special,0
5785456,44.99492678209278,2,moneysafe,40.0,CD,,Special,0
943057,51.195669390632304,2,mastercardcredit,31.0,BY,M,Special,0
224137,56.24184916185932,4,instantbanking,31.0,BM,M,Special,0
7042421,0.0,3,firepay,36.0,BE,F,Special,0
7267999,53.199776572524826,2,v13_ebs,31.0,CF,F,Special,0
103376,60.022665459897695,2,aonem,34.0,ML,F,Sign Up,1
658851,0.0,0,epassporte,39.0,SZ,M,?,0
1762040,31.545977387330023,3,ewire,39.0,BH,M,All Deposit,0
3209003,43.55730359914371,3,multibanco,51.0,CH,F,Re-deposit,0
4088115,38.73575742189152,3,multibanco,31.0,NC,?,Special,0
6327306,48.78770793895462,1,moneta,42.0,YT,M,?,0
8909538,29.52031679707612,2,neteller,29.0,RE,M,?,0
4875084,39.26562599053544,3,surefirecommerce,31.0,AZ,M,Sign Up,0
668457,38.00769109916662,9,monedero,38.0,CV,F,Special,0
8823754,76.18093048776143,14,cyberplat,23.0,CO,M,Special,0
6367484,0.0,1,mplatba,23.0,GG,M,Sign Up,0
8594923,54.83588942356042,1,dk_mb,19.0,SZ,F,All Deposit,1
6189772,51.31731736299429,4,visa,30.0,XY,F,All Deposit,0
4453919,63.0295248075729,1,instaewallet,39.0,MA,?,Special,0
5750517,82.087792068706,15,nordea_mb,42.0,CY,M,Special,0
5033288,0.0,1,epay,51.0,PE,F,First_Deposit,0
2949255,40.01333151930596,1,instadebitviasc,24.0,TC,F,Re-deposit,0
1548519,69.14613987378972,2,webmoneyviasc,51.0,AR,?,Sign Up,0
5320363,45.42879556601028,2,maestro_mb,32.0,KG,M,?,0
8397220,27.62567760805436,1,kalixa,31.0,BJ,M,Re-deposit,0
2932885,63.64613376523924,2,ricarica,32.0,MU,F,Sign Up,0
5583325,46.98997227636866,12,postepay_mb,44.0,VG,M,First_Deposit,0
3487534,41.8726540727652,2,paysafecardviasc,39.0,BS,F,First_Deposit,0
6745716,0.0,1,paypal,51.0,PL,F,All Deposit,0
7877027,37.304313166703395,3,gvcsermngtrx,34.0,DZ,M,First_Deposit,0
6368225,37.74980571231293,1,hipay,21.0,KW,F,Sign Up,0
3084190,61.313799331418046,3,epay,40.0,TJ,F,All Deposit,0
3617712,31.488618708340113,1,pago(gbukshop)_creditcard,,BY,M,?,0
8335652,52.833880243517655,18,kalixa,32.0,NO,M,Special,0
6616687,56.586232801895434,1,paysafecard_paysafecard,31.0,BY,M,First_Deposit,0
5723130,57.13220321585116,11,paypal_paypal,29.0,KE,F,?,0
521637,9052.603657312207,5,m5_ebs,35.0,UZ,M,Special,1
7479107,0.0,0,ifund-eppayments,27.0,VG,M,Re-deposit,0
860275,75.42066438955531,1,banktransfer,45.0,UY,M,All Deposit,0
4635056,0.0,0,webpay,24.0,LU,M,Sign Up,0
9715053,49.6977792932221,3,deutschebankag_bankwire,34.0,BN,M,Re-deposit,0
1996583,48.753485175869216,1,mplatba,39.0,GI,?,?,0
5779416,0.0,1,ipay,29.0,MU,M,Sign Up,0
4563965,0.0,0,netdirect3,35.0,KG,M,Special,0
6381887,44.45950691058282,2,instadebit,32.0,HN,M,All Deposit,0
50058,44.33520320300395,3,ifund-eppayments,45.0,JO,M,First_Deposit,0
4964329,43.4880494120199,2,click2pay,24.0,FO,M,First_Deposit,0
1454165,57.194853596986135,3,poli,34.0,DE,M,?,0
8296475,34.82266014030631,3,clickandbuy,28.0,IS,M,?,0
5182174,29.560850930200594,1,paysafecard,40.0,DK,F,All Deposit,0
8699999,43.91539027969006,2,m5_ebs,47.0,RU,F,All Deposit,0
2978935,37.81776956023438,1,gvcserregulartrx,38.0,BZ,F,Re-deposit,0
856807,77.45551530948005,18,creditanstaltag_bankwire,28.0,TM,F,First_Deposit,0
111419,76.02832082137793,19,ifund-smooth-gbp,48.0,IO,M,All Deposit,0
812728,6890.688365654296,3,visadebit,24.0,NO,M,Re-deposit,0
7623423,47.87538997646977,14,bpay,44.0,AR,F,Special,1
7480662,35.835817713135796,15,webmoneyviasc,50.0,TV,M,Special,0
9437268,51.349539550631214,1,gvcser3dtrx,19.0,NI,M,Re-deposit,0
9035671,58.901264614926426,3,ecopayz,40.0,CF,F,All Deposit,0
4519408,42.60359459081944,1,abaqoos,35.0,VE,M,All Deposit,1
160223,0.0,1,directpay24,57.0,AO,F,Special,0
364207,37.58331588262483,1,moneybookers,34.0,BR,F,First_Deposit,1
8345148,41.494556020837045,5,mastercard,38.0,PL,M,Special,0
5020439,44.213414385517694,3,przelewy24,33.0,FI,M,Re-deposit,0
5487011,51.19314572288588,1,multibanco,38.0,VU,F,All Deposit,0
9810299,21.39016515559606,19,payr,30.0,LV,F,?,0
2322672,49.34607127157236,37,metacharge_debitcard,30.0,GP,F,Sign Up,0
5065779,52.1590066119999,1,paypal_paypal,26.0,MR,M,?,1
1089204,0.0,0,sc-netlook,32.0,CI,F,?,0
9629942,69.0979621791726,3,citadel,22.0,AW,?,Sign Up,0
116538,0.0,0,ebsnetlook(eur),26.0,SA,?,Sign Up,0
4911310,61.113821768033,16,debitcard,21.0,AC,F,,0
8624484,47.95123656395391,1,v_trustmarque,25.0,NP,F,Re-deposit,0
2228526,51.87034865146808,3,clickandbuy,19.0,RS,M,Re-deposit,0
5449695,52.259822784077826,2,webmoneyviasc,45.0,OM,M,?,0
9108370,78.57455736585335,1,boleto,18.0,GM,M,All Deposit,0
5148495,52.677550114889364,4,maestro,27.0,VE,M,Sign Up,0
7030995,0.0,0,directdebit,36.0,VU,?,Re-deposit,0
810209,62.336911775816816,16,instadebitviasc,21.0,SI,,Sign Up,0
6501996,40.7581738096387,2,giropayviasc,37.0,VG,F,Special,1
1397053,59.88464792668748,4,wire,24.0,CI,F,All Deposit,0
4156004,39.04491459644219,1,bpay,31.0,BG,F,?,0
6311510,38.8106174263217,1,globalcollect_creditcard,37.0,SM,M,All Deposit,0
2264113,0.0,0,muchbetter,48.0,ET,F,Special,0
4391850,59.55558372760396,6,ifund-smooth-usd,24.0,HK,M,All Deposit,0
2634678,82.00715776674261,4,v_d_usd_cqr_es,29.0,KY,F,First_Deposit,0
697810,46.689015660977006,3,maestro,32.0,CU,M,First_Deposit,1
6891498,66.83331155958878,6,ifund-smooth-eur,21.0,VU,F,First_Deposit,0
6862051,39.10433867267165,1,abaqoos,26.0,MQ,M,Sign Up,0
8422797,61.484854831123315,17,cardportalpago_creditcard,32.0,TM,F,Special,0
7026400,48.30969330410336,2,abaqoos,22.0,CF,?,Re-deposit,0
8205545,35.01440919717623,17,cqr_banktransfer,34.0,CD,M,First_Deposit,0
8473119,44.654960734972036,2,dineromail,28.0,GP,F,Sign Up,0
9619759,42.32788612171069,19,entropay,38.0,BA,F,Sign Up,0
8958900,42.90565749299481,3,mastercardcredit,39.0,AM,M,Re-deposit,1
9516200,73.60833034359607,36,bt_astropay,46.0,SR,F,Re-deposit,0
1933583,39.87771314688156,2,paypal_paypal,33.0,DK,M,?,0
8212005,64.26897230208839,2,eurowire,44.0,MC,M,Sign Up,0
9344728,49.25410481612786,2,chequedeposit_cheque,45.0,SI,F,?,0
1330884,61.395759349656,1,multibanco,42.0,BN,F,Re-deposit,0
31210,42.72260161656453,51,gvcser3dtrx,28.0,ID,M,First_Deposit,0
3847558,26.686198188258594,22,mastercardcredit,22.0,AN,M,Special,0
3040342,0.0,0,clicknbuy,40.0,SE,M,Re-deposit,0
8926454,61.97069453222752,1,dk_mb,36.0,BQ,F,First_Deposit,0
2651747,51.23000554809006,2,webmoney,43.0,LI,F,All Deposit,0
5165686,47.162517542870425,2,pago(gbukshop)_creditcard,29.0,JE,M,Sign Up,0
1845356,58.54854727782641,1,webmoney_webmoney,41.0,JE,M,First_Deposit,0
7867661,36.17626445719183,3,cyberplat,20.0,BE,M,First_Deposit,0
5183565,0.0,0,dineromail,34.0,IN,F,?,0
7345546,0.0,0,instaewallet,40.0,MY,,?,0
2668287,53.24404246378084,3,clearchex,32.0,AD,F,Sign Up,0
8172444,83.2295773954133,6,creditanstaltag_bankwire,46.0,GI,F,Re-deposit,0
3016430,57.84136414031913,31,moneysafe,35.0,KG,?,Sign Up,0
5998960,37.093683552746455,1,moneybookers,,VN,M,Sign Up,1
9096501,37.525293320919744,38,visacredit,34.0,BE,M,?,0
431938,86.65731553045711,15,ukash,33.0,BA,F,Re-deposit,0
6918188,0.0,0,xpresscharge,37.0,MR,M,Re-deposit,0
77828,57.74339319684852,2,boleto,36.0,CA,F,Sign Up,0
5625541,40.20040486064201,1,v_d_usd_cqr_es,38.0,MD,M,Re-deposit,0
2752299,55.05059342890392,13,macaucashdesk,23.0,AZ,M,All Deposit,0
2657922,0.0,1,usemybank,43.0,TR,M,All Deposit,0
1003478,31.254376700416234,2,tmwire,37.0,GA,F,First_Deposit,0
7915515,44.41195183690513,3,sc-sandhirst,32.0,DE,F,Sign Up,0
9973172,84.74359535387171,1,ifund-interpay,33.0,SC,F,Special,0
1253920,46.402391292267524,15,webpay,35.0,MW,M,?,0
1431423,47.86945321244282,3,sc-gvccashier,,BZ,?,Special,0
5463171,0.0,0,astropaycard,47.0,EG,M,First_Deposit,0
3933906,64.1157021595514,2,netdirect3,28.0,ZA,M,First_Deposit,0
5670134,31.533202342860264,14,bt_astropay,40.0,HN,M,Special,0
